Customer_No,Prediction,Probability_Prediction
103924,0,0.05439168
103925,0,0.173371279
103926,0,0.085822071
103927,0,0.113192749
103928,0,0.135045402
103929,1,0.287020928
103930,0,0.16643058
103931,0,0.20882969
103932,0,0.080393056
103933,0,0.139457211
103934,0,0.155674347
103935,0,0.084402976
103936,0,0.052246027
103937,1,0.260391383
103938,0,0.086170786
103939,1,0.33394758
103940,0,0.069825386
103941,0,0.080991997
103942,0,0.120462486
103943,0,0.063129099
103944,0,0.161290508
103945,0,0.110723219
103946,0,0.077345433
103947,0,0.106847207
103948,0,0.086370594
103949,0,0.171357721
103950,0,0.058331304
103951,0,0.072919763
103952,0,0.064718377
103953,0,0.120844095
103954,1,0.23153982
103955,0,0.11178123
103956,0,0.067638139
103957,0,0.092870699
103958,0,0.061455764
103959,0,0.135832451
103960,0,0.081254368
103961,0,0.108132227
103962,0,0.154859174
103963,0,0.1018096
103964,0,0.132855614
103965,0,0.127355884
103966,0,0.175981856
103967,0,0.053367297
103968,1,0.391199335
103969,0,0.074188148
103970,0,0.139642876
103971,0,0.072998203
103972,0,0.090456614
103973,0,0.136565186
103974,0,0.09013778
103975,0,0.052994208
103976,0,0.058525126
103977,0,0.082380226
103978,0,0.082495787
103979,0,0.185990814
103980,0,0.075825004
103981,0,0.111113292
103982,0,0.076991372
103983,1,0.386200896
103984,1,0.309947707
103985,0,0.114889665
103986,0,0.198484538
103987,0,0.058710564
103988,1,0.327114274
103989,0,0.140934845
103990,0,0.169394938
103991,0,0.213765588
103992,0,0.067192403
103993,0,0.152103428
103994,0,0.05888892
103995,0,0.068866303
103996,0,0.077288007
103997,0,0.092136428
103998,0,0.140408434
103999,0,0.127476464
104000,0,0.072502926
104001,0,0.164076561
104002,0,0.075624395
104003,1,0.249880819
104004,0,0.155908
104005,1,0.218027388
104006,0,0.153485747
104007,0,0.07668221
104008,0,0.110031116
104009,0,0.051594427
104010,0,0.061767045
104011,0,0.082674941
104012,1,0.248104386
104013,1,0.319527064
104014,0,0.061931667
104015,0,0.058293266
104016,0,0.17427895
104017,0,0.195775229
104018,0,0.067701261
104019,0,0.159223693
104020,1,0.228969239
104021,0,0.077254386
104022,0,0.199318023
104023,0,0.059047339
104024,0,0.065343722
104025,0,0.095714321
104026,0,0.077186957
104027,0,0.064587694
104028,1,0.223289802
104029,0,0.067959116
104030,0,0.111624523
104031,0,0.077612712
104032,0,0.080640194
104033,0,0.080691426
104034,0,0.073534717
104035,0,0.067900882
104036,0,0.14539661
104037,0,0.053824737
104038,0,0.043199649
104039,0,0.083938293
104040,0,0.089872782
104041,0,0.202851358
104042,0,0.120876359
104043,0,0.048011826
104044,0,0.113231724
104045,0,0.071359697
104046,0,0.050872679
104047,0,0.093969038
104048,0,0.116897862
104049,0,0.097096306
104050,0,0.073086008
104051,0,0.058339834
104052,0,0.063975671
104053,0,0.19733947
104054,0,0.090535789
104055,0,0.070856721
104056,0,0.07632162
104057,0,0.067739076
104058,0,0.189670576
104059,0,0.087675666
104060,0,0.153658464
104061,1,0.265039868
104062,0,0.106037513
104063,0,0.076929433
104064,0,0.057674529
104065,0,0.052914778
104066,0,0.071387491
104067,0,0.103009438
104068,0,0.061821837
104069,0,0.102647574
104070,0,0.108151452
104071,0,0.051516752
104072,0,0.091728417
104073,0,0.081344019
104074,0,0.150940818
104075,0,0.14187253
104076,0,0.065632091
104077,0,0.132831226
104078,0,0.069905953
104079,0,0.105824825
104080,0,0.06282164
104081,0,0.064588841
104082,0,0.133527122
104083,0,0.062621125
104084,1,0.508757137
104085,0,0.097573453
104086,0,0.190835663
104087,0,0.089359656
104088,0,0.075777757
104089,0,0.080690375
104090,0,0.153453975
104091,1,0.428330107
104092,0,0.022735748
104093,0,0.086024454
104094,0,0.062949183
104095,0,0.069444459
104096,0,0.065490177
104097,0,0.098967173
104098,0,0.063798184
104099,0,0.066894872
104100,0,0.096841199
104101,0,0.07283462
104102,0,0.071617466
104103,0,0.205381
104104,0,0.070056946
104105,0,0.071212311
104106,0,0.081084614
104107,0,0.126551567
104108,0,0.088065043
104109,0,0.085646343
104110,0,0.092651603
104111,0,0.093565902
104112,0,0.194477318
104113,0,0.094503863
104114,0,0.066206799
104115,0,0.080596318
104116,0,0.08615498
104117,0,0.047250488
104118,0,0.086600044
104119,1,0.281326637
104120,0,0.119121931
104121,0,0.097691164
104122,0,0.154693855
104123,0,0.10924172
104124,0,0.071005915
104125,0,0.175244976
104126,0,0.141348039
104127,0,0.054488046
104128,0,0.092879596
104129,0,0.066208396
104130,0,0.078128386
104131,1,0.221993861
104132,0,0.098874603
104133,0,0.070816137
104134,0,0.110342015
104135,0,0.059369458
104136,0,0.043169605
104137,0,0.071129851
104138,0,0.121830469
104139,0,0.101802378
104140,0,0.053861264
104141,0,0.06207697
104142,0,0.064145649
104143,0,0.067648172
104144,0,0.161982762
104145,0,0.056320453
104146,0,0.043413471
104147,1,0.240065941
104148,0,0.095313845
104149,0,0.071925236
104150,0,0.074838728
104151,1,0.244303523
104152,0,0.134091827
104153,0,0.092548139
104154,0,0.081693118
104155,0,0.062973686
104156,0,0.112015091
104157,0,0.079978052
104158,0,0.20784168
104159,0,0.1358898
104160,0,0.093459664
104161,0,0.12618027
104162,1,0.302274708
104163,0,0.071247961
104164,0,0.131859105
104165,0,0.060059278
104166,0,0.074368049
104167,0,0.152157729
104168,0,0.209755764
104169,0,0.076922103
104170,0,0.081426728
104171,0,0.070166976
104172,0,0.153256694
104173,0,0.073405468
104174,0,0.128559026
104175,0,0.052026624
104176,0,0.060127604
104177,1,0.262024839
104178,0,0.089614517
104179,0,0.083838353
104180,0,0.10675253
104181,0,0.073943737
104182,0,0.061025457
104183,0,0.03598666
104184,0,0.151903421
104185,0,0.187320927
104186,0,0.060967176
104187,1,0.227501437
104188,0,0.132484644
104189,1,0.379994875
104190,0,0.100660735
104191,0,0.186173847
104192,0,0.060909707
104193,0,0.120281394
104194,0,0.132827752
104195,0,0.078450348
104196,1,0.321945852
104197,0,0.08590134
104198,0,0.058935368
104199,0,0.04939452
104200,0,0.067747745
104201,0,0.098952623
104202,0,0.049832551
104203,0,0.066646203
104204,0,0.208421471
104205,0,0.078546634
104206,1,0.219143593
104207,0,0.131517572
104208,1,0.271906214
104209,1,0.268852796
104210,0,0.064263031
104211,0,0.083241363
104212,0,0.078586908
104213,1,0.278775006
104214,0,0.179541976
104215,0,0.080044949
104216,0,0.06500234
104217,0,0.063107107
104218,0,0.207965506
104219,0,0.096496569
104220,0,0.200549188
104221,0,0.102006934
104222,0,0.142377691
104223,0,0.121961408
104224,0,0.064473202
104225,0,0.197912705
104226,1,0.218018074
104227,0,0.079636276
104228,0,0.137794854
104229,0,0.05193722
104230,0,0.182300968
104231,0,0.072497441
104232,0,0.057157063
104233,0,0.079739543
104234,0,0.089884404
104235,0,0.073069904
104236,0,0.079269355
104237,0,0.064128461
104238,0,0.089336724
104239,0,0.107926025
104240,0,0.082123648
104241,0,0.134995387
104242,0,0.066768762
104243,0,0.102407855
104244,0,0.170216162
104245,1,0.319533422
104246,0,0.101732379
104247,0,0.137653578
104248,0,0.128209183
104249,0,0.190421453
104250,0,0.083980637
104251,0,0.058328736
104252,0,0.083779946
104253,0,0.158877519
104254,1,0.365878443
104255,0,0.049621978
104256,0,0.057023673
104257,0,0.081023126
104258,0,0.104872988
104259,0,0.16195456
104260,0,0.104110816
104261,0,0.11826577
104262,0,0.063043986
104263,0,0.077114294
104264,0,0.109755454
104265,0,0.152153698
104266,0,0.069691503
104267,0,0.13752693
104268,0,0.137463718
104269,0,0.06819896
104270,0,0.210372045
104271,0,0.084207853
104272,0,0.095193621
104273,0,0.166343089
104274,0,0.118482048
104275,0,0.089992941
104276,0,0.079135506
104277,0,0.067174948
104278,1,0.279273644
104279,0,0.091033459
104280,0,0.073855797
104281,0,0.07688481
104282,0,0.075132637
104283,0,0.100595737
104284,1,0.261038136
104285,0,0.107871707
104286,0,0.109577892
104287,0,0.069638875
104288,1,0.271946335
104289,0,0.108276068
104290,0,0.105677811
104291,0,0.098016638
104292,0,0.110265201
104293,0,0.102295293
104294,0,0.102049815
104295,0,0.114043507
104296,0,0.053050163
104297,0,0.069788603
104298,0,0.052863748
104299,0,0.070627545
104300,1,0.326534676
104301,0,0.154472953
104302,0,0.074404805
104303,0,0.072035159
104304,0,0.109216614
104305,0,0.179306962
104306,0,0.105413024
104307,0,0.089321216
104308,0,0.144259791
104309,0,0.097200192
104310,0,0.063221241
104311,1,0.288281839
104312,0,0.05119685
104313,0,0.075754865
104314,0,0.183508629
104315,0,0.077495132
104316,0,0.088455037
104317,0,0.050975076
104318,0,0.064010507
104319,1,0.260313726
104320,0,0.094275855
104321,0,0.081843565
104322,0,0.062409434
104323,0,0.16124278
104324,0,0.115104687
104325,0,0.066261438
104326,0,0.077293893
104327,0,0.06130009
104328,0,0.099938523
104329,0,0.09214108
104330,0,0.054333107
104331,0,0.193260939
104332,0,0.088838357
104333,0,0.071593173
104334,0,0.094408176
104335,0,0.215630947
104336,0,0.052143382
104337,0,0.174940464
104338,0,0.205486032
104339,0,0.073588687
104340,0,0.11428447
104341,0,0.084559124
104342,0,0.028683254
104343,0,0.136174237
104344,0,0.205629085
104345,0,0.066303876
104346,0,0.15056294
104347,0,0.092490074
104348,0,0.048204492
104349,0,0.064550077
104350,0,0.042946166
104351,0,0.053518571
104352,0,0.133928374
104353,1,0.360090617
104354,0,0.086585193
104355,0,0.09012739
104356,0,0.070534507
104357,0,0.122942589
104358,0,0.087088509
104359,0,0.134829767
104360,0,0.091398249
104361,0,0.068551434
104362,0,0.145105334
104363,0,0.147160093
104364,0,0.045527039
104365,0,0.0907661
104366,0,0.145524275
104367,0,0.062253075
104368,0,0.105088978
104369,1,0.220544944
104370,0,0.067391327
104371,0,0.076106871
104372,0,0.067332081
104373,0,0.077187158
104374,0,0.061714181
104375,0,0.102567193
104376,0,0.077905544
104377,0,0.057728411
104378,0,0.040869387
104379,0,0.062431843
104380,0,0.105916215
104381,0,0.133533806
104382,0,0.04969638
104383,0,0.074579607
104384,0,0.138614325
104385,0,0.184887495
104386,0,0.087522063
104387,0,0.181458737
104388,0,0.097677051
104389,0,0.055166511
104390,0,0.0530137
104391,0,0.053563518
104392,0,0.073998545
104393,0,0.06991696
104394,0,0.114532582
104395,0,0.167108207
104396,0,0.073848574
104397,0,0.088129262
104398,0,0.101263676
104399,0,0.121516757
104400,0,0.085789266
104401,0,0.141098626
104402,0,0.065044746
104403,0,0.049926604
104404,0,0.080101415
104405,1,0.233304151
104406,0,0.103712313
104407,0,0.078788192
104408,0,0.057598992
104409,0,0.075774583
104410,1,0.266686787
104411,0,0.051072686
104412,0,0.179519597
104413,1,0.378055086
104414,0,0.191328845
104415,0,0.064536306
104416,0,0.145314045
104417,1,0.226181701
104418,0,0.113183868
104419,1,0.275181
104420,0,0.052708227
104421,0,0.101334144
104422,0,0.074065866
104423,0,0.045947562
104424,0,0.09054851
104425,0,0.090484127
104426,0,0.076099943
104427,0,0.070543699
104428,0,0.139050622
104429,0,0.10144375
104430,0,0.072035263
104431,0,0.080136391
104432,0,0.146251863
104433,0,0.142749727
104434,0,0.086685894
104435,0,0.061031262
104436,0,0.093690415
104437,0,0.075770033
104438,0,0.138171602
104439,1,0.231007156
104440,0,0.137060562
104441,0,0.123052314
104442,0,0.076887246
104443,0,0.100210073
104444,0,0.058181171
104445,0,0.080127658
104446,1,0.235635312
104447,0,0.077897169
104448,0,0.062621545
104449,0,0.05147762
104450,0,0.115926237
104451,0,0.054804172
104452,0,0.129321633
104453,0,0.084221943
104454,0,0.086264519
104455,0,0.204922678
104456,0,0.086586519
104457,0,0.107613743
104458,0,0.089652035
104459,1,0.228079342
104460,0,0.055927319
104461,1,0.441404984
104462,0,0.180726123
104463,0,0.101344704
104464,0,0.097721545
104465,0,0.156732118
104466,0,0.20088372
104467,0,0.063723012
104468,0,0.168153536
104469,0,0.054459327
104470,0,0.06028871
104471,0,0.050341806
104472,0,0.086435066
104473,0,0.054463794
104474,0,0.133722312
104475,0,0.119907842
104476,0,0.057882979
104477,0,0.080750598
104478,0,0.125155532
104479,0,0.114314318
104480,0,0.053626038
104481,0,0.095950326
104482,0,0.062800917
104483,0,0.053765365
104484,0,0.122639827
104485,0,0.056273702
104486,0,0.100529212
104487,0,0.074705167
104488,0,0.061352175
104489,0,0.05848326
104490,0,0.065817202
104491,0,0.126571188
104492,0,0.052651684
104493,0,0.148527579
104494,1,0.248468704
104495,0,0.051866916
104496,0,0.127394284
104497,1,0.282878534
104498,0,0.072922868
104499,0,0.05428933
104500,0,0.07923267
104501,0,0.057642952
104502,0,0.054993374
104503,0,0.043537972
104504,0,0.072848788
104505,0,0.072771698
104506,1,0.237103944
104507,0,0.081559861
104508,0,0.067480829
104509,1,0.356347098
104510,0,0.132134298
104511,0,0.079696694
104512,0,0.056876891
104513,1,0.263175562
104514,0,0.047201129
104515,0,0.084513047
104516,0,0.15998651
104517,0,0.11220287
104518,0,0.092410945
104519,1,0.230646348
104520,0,0.070940082
104521,0,0.082864035
104522,0,0.068934242
104523,0,0.108825148
104524,0,0.212770923
104525,0,0.087684438
104526,0,0.068594247
104527,0,0.017909507
104528,0,0.081163342
104529,0,0.11861089
104530,0,0.180673129
104531,0,0.067506567
104532,0,0.120475201
104533,1,0.305961896
104534,0,0.063114167
104535,0,0.056008454
104536,0,0.084431148
104537,0,0.076771244
104538,0,0.125886284
104539,0,0.090409116
104540,0,0.153485056
104541,0,0.096519303
104542,0,0.080867085
104543,0,0.078512301
104544,0,0.155925501
104545,0,0.073899639
104546,0,0.059132826
104547,1,0.287621435
104548,0,0.072346065
104549,0,0.119630489
104550,0,0.134801704
104551,0,0.065820468
104552,0,0.127473319
104553,0,0.07841279
104554,0,0.127902747
104555,0,0.068518214
104556,0,0.086444464
104557,0,0.063431684
104558,0,0.18194493
104559,0,0.177483865
104560,0,0.060817922
104561,0,0.128446775
104562,0,0.069449772
104563,0,0.088555264
104564,0,0.077584855
104565,0,0.095156251
104566,0,0.145176601
104567,0,0.065622057
104568,0,0.042699988
104569,1,0.379476817
104570,0,0.164900644
104571,0,0.068124037
104572,0,0.085695983
104573,0,0.07565449
104574,0,0.080279761
104575,1,0.292991405
104576,0,0.052282777
104577,0,0.184653409
104578,1,0.225599631
104579,1,0.294162453
104580,0,0.092862111
104581,0,0.089928494
104582,0,0.14470553
104583,0,0.175252842
104584,0,0.06910159
104585,0,0.187414125
104586,0,0.093520746
104587,0,0.075434907
104588,0,0.081327956
104589,0,0.103478148
104590,0,0.055375443
104591,0,0.06221815
104592,0,0.143610309
104593,0,0.061115352
104594,0,0.050541353
104595,1,0.247795377
104596,0,0.04021078
104597,0,0.126186083
104598,0,0.0984848
104599,0,0.135183836
104600,0,0.061584268
104601,0,0.183352626
104602,0,0.072051995
104603,0,0.069185955
104604,0,0.074987271
104605,0,0.0736231
104606,1,0.234872449
104607,1,0.277760075
104608,0,0.082863511
104609,0,0.067650087
104610,0,0.161075402
104611,0,0.083310021
104612,0,0.070953864
104613,0,0.078051851
104614,0,0.067178699
104615,0,0.049921351
104616,0,0.185103166
104617,1,0.257503799
104618,0,0.083303466
104619,0,0.126291468
104620,0,0.060378619
104621,0,0.062721284
104622,0,0.079094493
104623,1,0.232308736
104624,0,0.109011768
104625,0,0.123217013
104626,1,0.314155517
104627,0,0.19119694
104628,0,0.095386888
104629,1,0.28194072
104630,0,0.080402951
104631,0,0.144381182
104632,0,0.113885584
104633,0,0.084205332
104634,0,0.080532872
104635,0,0.066234752
104636,0,0.069841665
104637,0,0.207817174
104638,0,0.112265473
104639,0,0.199317617
104640,0,0.061068862
104641,0,0.09050246
104642,0,0.157032995
104643,0,0.212112891
104644,0,0.071831013
104645,0,0.124989136
104646,0,0.137574416
104647,0,0.129390095
104648,0,0.07745328
104649,0,0.150121618
104650,1,0.268791642
104651,1,0.287891898
104652,0,0.097260394
104653,0,0.073772441
104654,0,0.151528845
104655,0,0.1749649
104656,0,0.153614479
104657,0,0.149690263
104658,0,0.061646755
104659,0,0.082749668
104660,0,0.076618964
104661,0,0.045721182
104662,0,0.104414555
104663,0,0.048060441
104664,0,0.05826234
104665,0,0.087328772
104666,0,0.099726741
104667,0,0.070076695
104668,0,0.060582067
104669,0,0.174470594
104670,0,0.192933212
104671,0,0.086379303
104672,0,0.062694727
104673,0,0.096260635
104674,0,0.08451134
104675,1,0.243556701
104676,0,0.051190948
104677,0,0.149229138
104678,0,0.060685093
104679,0,0.096989565
104680,0,0.077041575
104681,0,0.124166099
104682,0,0.091907702
104683,1,0.227073766
104684,0,0.058877446
104685,0,0.098373545
104686,0,0.101824689
104687,0,0.201232655
104688,0,0.108029518
104689,0,0.065509563
104690,0,0.088710784
104691,0,0.057735701
104692,0,0.096495762
104693,0,0.06091476
104694,0,0.067738924
104695,1,0.223827873
104696,0,0.05778739
104697,0,0.115505711
104698,0,0.067289688
104699,0,0.053247983
104700,0,0.142831073
104701,0,0.145679337
104702,0,0.089181562
104703,0,0.082693487
104704,0,0.14852489
104705,0,0.070855954
104706,0,0.070848298
104707,0,0.122197137
104708,0,0.124562251
104709,0,0.10239272
104710,0,0.129916435
104711,0,0.11427283
104712,0,0.131625975
104713,0,0.147501779
104714,0,0.096291657
104715,0,0.19839943
104716,0,0.08164171
104717,0,0.099862518
104718,0,0.072873619
104719,0,0.114912038
104720,0,0.075247919
104721,1,0.250471662
104722,0,0.101771619
104723,0,0.084004934
104724,0,0.132558284
104725,0,0.125807411
104726,0,0.121640948
104727,0,0.075672697
104728,0,0.133802579
104729,0,0.065275761
104730,0,0.13092689
104731,0,0.144541744
104732,1,0.365926057
104733,0,0.096583676
104734,0,0.128028449
104735,0,0.112420495
104736,0,0.174947856
104737,0,0.071079442
104738,0,0.155017257
104739,0,0.082133131
104740,0,0.203751469
104741,0,0.068314744
104742,0,0.084166172
104743,0,0.070926133
104744,0,0.102846464
104745,0,0.130449673
104746,0,0.181891679
104747,0,0.072276515
104748,0,0.150494207
104749,0,0.105315525
104750,0,0.058926851
104751,0,0.163216799
104752,0,0.169303414
104753,0,0.105005722
104754,0,0.083508036
104755,1,0.259220449
104756,1,0.332814629
104757,0,0.061460344
104758,0,0.079411458
104759,0,0.095122569
104760,0,0.077122558
104761,1,0.305303476
104762,0,0.070290404
104763,0,0.05492312
104764,0,0.198866435
104765,1,0.263054713
104766,0,0.127990458
104767,0,0.133200374
104768,0,0.065526286
104769,0,0.050450718
104770,0,0.215079879
104771,0,0.129688694
104772,0,0.0738268
104773,0,0.048138197
104774,0,0.076280967
104775,0,0.14416549
104776,0,0.087523914
104777,0,0.104448651
104778,0,0.065280125
104779,0,0.08267981
104780,0,0.072996009
104781,0,0.08963421
104782,1,0.32658482
104783,0,0.041265747
104784,0,0.076139887
104785,0,0.202901578
104786,0,0.193508661
104787,0,0.113223292
104788,0,0.085791379
104789,0,0.118542806
104790,0,0.078074156
104791,1,0.231959696
104792,0,0.179097478
104793,0,0.127838363
104794,0,0.060310508
104795,0,0.07888837
104796,0,0.073422566
104797,0,0.096728083
104798,0,0.087810396
104799,0,0.0654027
104800,0,0.05492227
104801,1,0.277403846
104802,0,0.075958189
104803,0,0.191080002
104804,0,0.134525555
104805,0,0.059925323
104806,0,0.079292698
104807,0,0.122166252
104808,0,0.090216884
104809,1,0.245454137
104810,0,0.185193111
104811,0,0.086381294
104812,0,0.044459457
104813,0,0.206123673
104814,0,0.068350724
104815,0,0.063727815
104816,0,0.19638703
104817,0,0.090858823
104818,0,0.101215117
104819,1,0.250041663
104820,1,0.280182945
104821,0,0.052469114
104822,0,0.036903515
104823,0,0.057578942
104824,0,0.062288257
104825,0,0.102494977
104826,0,0.08867378
104827,0,0.076760794
104828,0,0.056021759
104829,0,0.079779569
104830,0,0.119583107
104831,1,0.235665562
104832,0,0.105304666
104833,0,0.062320548
104834,0,0.082706515
104835,0,0.151969893
104836,0,0.112809807
104837,0,0.059465527
104838,0,0.08047405
104839,0,0.090241451
104840,0,0.140541478
104841,1,0.22514386
104842,0,0.171312219
104843,0,0.103008005
104844,0,0.105777798
104845,0,0.128464294
104846,0,0.110793903
104847,0,0.069967673
104848,0,0.068056316
104849,0,0.101266724
104850,0,0.087706849
104851,1,0.368224432
104852,1,0.448270588
104853,1,0.244132678
104854,0,0.079943335
104855,0,0.074766492
104856,0,0.067567802
104857,0,0.056368704
104858,0,0.165230378
104859,0,0.085010522
104860,0,0.161609945
104861,0,0.057547053
104862,0,0.058844032
104863,0,0.086504979
104864,0,0.053425287
104865,0,0.058303045
104866,0,0.062426717
104867,0,0.19323465
104868,0,0.205114942
104869,0,0.06748699
104870,0,0.096235349
104871,0,0.106746228
104872,0,0.084796805
104873,0,0.066372098
104874,0,0.070680735
104875,0,0.088887709
104876,0,0.140647392
104877,1,0.244163323
104878,0,0.111374081
104879,0,0.070359864
104880,0,0.057364107
104881,0,0.066127403
104882,0,0.153869656
104883,0,0.056155272
104884,0,0.081837527
104885,0,0.056091943
104886,1,0.227147291
104887,0,0.076451159
104888,0,0.082563389
104889,0,0.06479314
104890,0,0.070599833
104891,0,0.071172079
104892,0,0.098963866
104893,0,0.060501499
104894,0,0.033100296
104895,0,0.058544824
104896,0,0.094837512
104897,0,0.075366467
104898,0,0.074674345
104899,0,0.079837018
104900,0,0.086981299
104901,0,0.06504097
104902,1,0.3041273
104903,0,0.063033438
104904,0,0.107965155
104905,1,0.283439277
104906,0,0.085278145
104907,0,0.071855864
104908,0,0.088236872
104909,0,0.060294184
104910,0,0.11309
104911,0,0.086695183
104912,0,0.144485565
104913,0,0.082598145
104914,0,0.113000881
104915,0,0.063719527
104916,0,0.079630958
104917,0,0.058708838
104918,0,0.064684325
104919,0,0.077742229
104920,0,0.089060951
104921,0,0.065466556
104922,0,0.086975048
104923,1,0.272039517
104924,0,0.136007712
104925,0,0.067385507
104926,0,0.053587282
104927,0,0.166816045
104928,0,0.065732062
104929,0,0.09418944
104930,1,0.268936144
104931,0,0.112981168
104932,0,0.168535513
104933,0,0.187038832
104934,0,0.044559806
104935,0,0.099645699
104936,0,0.178618246
104937,0,0.085000682
104938,0,0.193824838
104939,0,0.091415075
104940,0,0.075876468
104941,0,0.10296913
104942,0,0.083757487
104943,0,0.088834346
104944,0,0.087676969
104945,0,0.164069026
104946,0,0.080548936
104947,0,0.087057783
104948,0,0.058976196
104949,1,0.243765114
104950,0,0.063405192
104951,1,0.282184335
104952,0,0.080640563
104953,0,0.14125514
104954,0,0.075842471
104955,0,0.15769172
104956,0,0.09013627
104957,0,0.061854269
104958,0,0.072102613
104959,0,0.146416284
104960,0,0.073590871
104961,0,0.069685996
104962,0,0.180961915
104963,0,0.108501777
104964,0,0.136065576
104965,0,0.182997186
104966,0,0.064725938
104967,1,0.23225762
104968,0,0.133700808
104969,0,0.067671666
104970,0,0.087033511
104971,0,0.063449573
104972,0,0.154192125
104973,0,0.061618247
104974,0,0.126030232
104975,0,0.155370898
104976,0,0.187222561
104977,0,0.202992694
104978,0,0.205653285
104979,0,0.117336514
104980,0,0.077787427
104981,1,0.283076277
104982,0,0.117378277
104983,0,0.052260773
104984,0,0.104694569
104985,0,0.081969267
104986,0,0.103982801
104987,0,0.185619224
104988,0,0.103644181
104989,0,0.099299418
104990,0,0.07083785
104991,0,0.059279228
104992,0,0.077425875
104993,0,0.169094746
104994,0,0.050767452
104995,1,0.293180476
104996,0,0.061803905
104997,0,0.074264318
104998,0,0.068613408
104999,1,0.230446669
105000,0,0.144177188
105001,0,0.054844815
105002,0,0.102446276
105003,0,0.08634041
105004,0,0.166638184
105005,0,0.057518332
105006,0,0.084694382
105007,0,0.060366286
105008,0,0.196325012
105009,0,0.072628639
105010,0,0.098283997
105011,0,0.092462527
105012,0,0.045066956
105013,0,0.054126816
105014,0,0.056291134
105015,0,0.124511779
105016,0,0.056416446
105017,0,0.067498378
105018,0,0.089988442
105019,0,0.100633793
105020,1,0.252163317
105021,0,0.073615376
105022,0,0.074298002
105023,0,0.070238549
105024,0,0.101754262
105025,0,0.208507831
105026,0,0.166854616
105027,0,0.111450972
105028,0,0.102563001
105029,0,0.063607713
105030,0,0.167051661
105031,0,0.070488434
105032,0,0.062288419
105033,0,0.138980203
105034,0,0.058293145
105035,1,0.224301863
105036,0,0.062600246
105037,0,0.093586213
105038,0,0.15827353
105039,0,0.079195922
105040,0,0.062295329
105041,0,0.087194509
105042,0,0.075385471
105043,0,0.109334248
105044,0,0.191423898
105045,0,0.062511251
105046,0,0.060503272
105047,0,0.095525664
105048,0,0.147083025
105049,0,0.097446142
105050,0,0.071802368
105051,0,0.157905966
105052,0,0.05558274
105053,0,0.048093996
105054,0,0.160455837
105055,0,0.097726857
105056,0,0.054407303
105057,0,0.101969293
105058,0,0.087326724
105059,1,0.308308024
105060,0,0.180762662
105061,0,0.073799625
105062,0,0.094577084
105063,1,0.255969737
105064,0,0.164004424
105065,0,0.153364437
105066,0,0.074571008
105067,0,0.06940165
105068,0,0.111176608
105069,1,0.257655064
105070,0,0.065044746
105071,0,0.101198305
105072,0,0.164362253
105073,0,0.065063671
105074,0,0.147544942
105075,0,0.086805064
105076,0,0.141181476
105077,0,0.058947683
105078,0,0.070793675
105079,0,0.091272239
105080,0,0.159442026
105081,0,0.216980212
105082,0,0.054632928
105083,0,0.059265637
105084,0,0.089480812
105085,0,0.071421077
105086,0,0.199885351
105087,1,0.23684492
105088,0,0.081054611
105089,0,0.071334599
105090,0,0.066137971
105091,0,0.084249892
105092,0,0.087328284
105093,0,0.099778003
105094,0,0.03688743
105095,0,0.147232678
105096,0,0.100856337
105097,0,0.063926618
105098,0,0.056651869
105099,0,0.179380078
105100,0,0.056656676
105101,0,0.117236248
105102,0,0.109930303
105103,0,0.190914131
105104,0,0.048538638
105105,0,0.051387873
105106,0,0.06329153
105107,0,0.087344617
105108,0,0.139112751
105109,0,0.148834053
105110,0,0.208045003
105111,0,0.064395603
105112,0,0.083249549
105113,0,0.081991837
105114,0,0.104409994
105115,0,0.070075565
105116,0,0.063721496
105117,0,0.051215998
105118,0,0.067371262
105119,0,0.07459625
105120,0,0.106207503
105121,0,0.060515512
105122,0,0.090018006
105123,0,0.064175132
105124,0,0.07349955
105125,0,0.076499584
105126,0,0.109624794
105127,0,0.072793371
105128,0,0.073897163
105129,0,0.099523482
105130,0,0.064585148
105131,0,0.151686905
105132,0,0.0644793
105133,0,0.071124762
105134,0,0.075205461
105135,0,0.099058263
105136,0,0.095370925
105137,0,0.097822476
105138,0,0.074269997
105139,0,0.155820055
105140,0,0.071375438
105141,0,0.083415815
105142,0,0.129740205
105143,1,0.397181332
105144,0,0.091695223
105145,0,0.092956212
105146,0,0.094429392
105147,0,0.088523553
105148,0,0.073018245
105149,0,0.105341122
105150,1,0.288519317
105151,0,0.071178625
105152,0,0.059668824
105153,0,0.115696888
105154,0,0.15485593
105155,0,0.069738599
105156,1,0.250816098
105157,0,0.07969171
105158,0,0.095342792
105159,0,0.065506897
105160,0,0.165304891
105161,0,0.178784255
105162,0,0.060165091
105163,0,0.051260975
105164,0,0.077951006
105165,0,0.093030092
105166,0,0.117193884
105167,0,0.08660471
105168,0,0.064474438
105169,0,0.065380824
105170,0,0.140867754
105171,0,0.066224186
105172,0,0.07898434
105173,0,0.077346543
105174,0,0.167924004
105175,1,0.297806327
105176,0,0.158915897
105177,0,0.173876009
105178,0,0.098386399
105179,0,0.0681732
105180,0,0.144913197
105181,0,0.053036392
105182,0,0.098619694
105183,0,0.05711958
105184,0,0.064053146
105185,0,0.154590806
105186,0,0.086849054
105187,0,0.116288147
105188,0,0.109626748
105189,0,0.075993121
105190,0,0.095777165
105191,0,0.085944626
105192,1,0.257394762
105193,0,0.146249551
105194,0,0.126140734
